Product_ID,Product_Name,SKU_Code,Batch_Number,Manufacture_Date,Expiry_Date,Quantity_Available,Unit_Weight (kg),Unit_Volume (L),Fragile_Flag,Temp_Sensitive_Flag
DEW-4293-B12-795,VeeWormex Plus,SKU-4293,B12,2022-10-22,2024-10-11,170,0.6,0.25,0,0
TOP-4294-B43-854,VeeTherm Gel,SKU-4294,B43,2022-08-11,2024-04-02,179,1.8,1.0,1,0
DEW-4295-B47-795,VeeWormex Plus,SKU-4295,B47,2024-08-07,2026-07-28,183,0.6,0.25,0,0
ANT-4296-B68-295,VeeOxy-4000,SKU-4296,B68,2022-08-12,2023-10-06,93,2.8,1.4,1,1
ANT-4297-B82-789,VeeCef Injection 1gm,SKU-4297,B82,2024-04-28,2025-06-22,184,3.0,1.5,1,1
IMM-4298-B39-384,VeeMune-L,SKU-4298,B39,2025-01-14,2025-11-10,195,1.0,0.6,0,1
DEW-4299-B18-795,VeeWormex Plus,SKU-4299,B18,2022-09-13,2024-09-02,60,0.6,0.25,0,0
DIG-4300-B59-185,VeeLac Bolus,SKU-4300,B59,2023-01-10,2024-05-04,145,1.2,0.7,0,0
ANT-4301-B69-295,VeeOxy-4000,SKU-4301,B69,2023-10-31,2024-12-24,169,2.8,1.4,1,1
SUP-4302-B86-434,VeeCal-D Pet,SKU-4302,B86,2023-05-28,2024-11-18,143,2.5,1.2,0,0
IMM-4303-B53-384,VeeMune-L,SKU-4303,B53,2024-07-13,2025-05-09,66,1.0,0.6,0,1
TOP-4304-B89-854,VeeTherm Gel,SKU-4304,B89,2023-10-26,2025-06-17,129,1.8,1.0,1,0
ANT-4305-B38-789,VeeCef Injection 1gm,SKU-4305,B38,2023-02-28,2024-04-23,150,3.0,1.5,1,1
DIG-4306-B94-185,VeeLac Bolus,SKU-4306,B94,2023-11-17,2025-03-11,62,1.2,0.7,0,0
DEW-4307-B56-795,VeeWormex Plus,SKU-4307,B56,2023-09-28,2025-09-17,84,0.6,0.25,0,0
IMM-4308-B46-384,VeeMune-L,SKU-4308,B46,2022-10-25,2023-08-21,72,1.0,0.6,0,1
DEW-4309-B13-795,VeeWormex Plus,SKU-4309,B13,2024-07-19,2026-07-09,189,0.6,0.25,0,0
IMM-4310-B83-384,VeeMune-L,SKU-4310,B83,2023-08-15,2024-06-10,197,1.0,0.6,0,1
DEW-4311-B31-795,VeeWormex Plus,SKU-4311,B31,2022-09-29,2024-09-18,166,0.6,0.25,0,0
SUP-4312-B51-434,VeeCal-D Pet,SKU-4312,B51,2024-12-17,2026-06-10,52,2.5,1.2,0,0
IMM-4313-B65-384,VeeMune-L,SKU-4313,B65,2022-12-22,2023-10-18,76,1.0,0.6,0,1
ANT-4314-B80-295,VeeOxy-4000,SKU-4314,B80,2024-05-02,2025-06-26,121,2.8,1.4,1,1
VIT-4315-B79-285,VeeVit-L Oral,SKU-4315,B79,2022-10-10,2023-10-05,162,0.5,0.3,0,0
DEW-4316-B35-795,VeeWormex Plus,SKU-4316,B35,2023-06-28,2025-06-17,94,0.6,0.25,0,0
TOP-4317-B14-854,VeeTherm Gel,SKU-4317,B14,2022-08-26,2024-04-17,143,1.8,1.0,1,0
IMM-4318-B50-384,VeeMune-L,SKU-4318,B50,2022-07-18,2023-05-14,92,1.0,0.6,0,1
DIG-4319-B33-185,VeeLac Bolus,SKU-4319,B33,2022-11-30,2024-03-24,97,1.2,0.7,0,0
TOP-4320-B92-854,VeeTherm Gel,SKU-4320,B92,2024-04-24,2025-12-15,194,1.8,1.0,1,0
ANT-4321-B70-295,VeeOxy-4000,SKU-4321,B70,2024-01-09,2025-03-04,190,2.8,1.4,1,1
ANT-4322-B19-295,VeeOxy-4000,SKU-4322,B19,2025-04-25,2026-06-19,115,2.8,1.4,1,1
DEW-4323-B98-795,VeeWormex Plus,SKU-4323,B98,2024-09-12,2026-09-02,198,0.6,0.25,0,0
ANT-4324-B93-295,VeeOxy-4000,SKU-4324,B93,2024-05-08,2025-07-02,55,2.8,1.4,1,1
SUP-4325-B88-434,VeeCal-D Pet,SKU-4325,B88,2023-08-11,2025-02-01,146,2.5,1.2,0,0
DEW-4326-B38-795,VeeWormex Plus,SKU-4326,B38,2024-11-21,2026-11-11,63,0.6,0.25,0,0
ANT-4327-B47-789,VeeCef Injection 1gm,SKU-4327,B47,2022-11-11,2024-01-05,76,3.0,1.5,1,1
SUP-4328-B87-434,VeeCal-D Pet,SKU-4328,B87,2023-01-17,2024-07-10,120,2.5,1.2,0,0
ANT-4329-B11-295,VeeOxy-4000,SKU-4329,B11,2023-10-14,2024-12-07,163,2.8,1.4,1,1
SUP-4330-B48-434,VeeCal-D Pet,SKU-4330,B48,2022-07-12,2024-01-03,196,2.5,1.2,0,0
TOP-4331-B21-854,VeeTherm Gel,SKU-4331,B21,2022-07-31,2024-03-22,166,1.8,1.0,1,0
DEW-4332-B49-795,VeeWormex Plus,SKU-4332,B49,2023-05-11,2025-04-30,96,0.6,0.25,0,0
DIG-4333-B91-185,VeeLac Bolus,SKU-4333,B91,2024-01-06,2025-04-30,79,1.2,0.7,0,0
ANT-4334-B24-789,VeeCef Injection 1gm,SKU-4334,B24,2024-01-31,2025-03-26,181,3.0,1.5,1,1
ANT-4335-B95-789,VeeCef Injection 1gm,SKU-4335,B95,2023-08-09,2024-10-02,61,3.0,1.5,1,1
DIG-4336-B91-185,VeeLac Bolus,SKU-4336,B91,2024-12-04,2026-03-29,186,1.2,0.7,0,0
DEW-4337-B72-795,VeeWormex Plus,SKU-4337,B72,2025-03-26,2027-03-16,109,0.6,0.25,0,0
SUP-4338-B99-434,VeeCal-D Pet,SKU-4338,B99,2023-09-04,2025-02-25,154,2.5,1.2,0,0
ANT-4339-B99-789,VeeCef Injection 1gm,SKU-4339,B99,2025-03-06,2026-04-30,73,3.0,1.5,1,1
SUP-4340-B55-434,VeeCal-D Pet,SKU-4340,B55,2024-04-19,2025-10-11,166,2.5,1.2,0,0
ANT-4341-B92-295,VeeOxy-4000,SKU-4341,B92,2025-04-27,2026-06-21,132,2.8,1.4,1,1
TOP-4342-B70-854,VeeTherm Gel,SKU-4342,B70,2023-07-13,2025-03-04,70,1.8,1.0,1,0
DIG-4343-B27-185,VeeLac Bolus,SKU-4343,B27,2023-10-20,2025-02-11,107,1.2,0.7,0,0
IMM-4344-B31-384,VeeMune-L,SKU-4344,B31,2022-11-03,2023-08-30,87,1.0,0.6,0,1
IMM-4345-B56-384,VeeMune-L,SKU-4345,B56,2024-07-16,2025-05-12,199,1.0,0.6,0,1
IMM-4346-B45-384,VeeMune-L,SKU-4346,B45,2024-10-13,2025-08-09,176,1.0,0.6,0,1
TOP-4347-B76-854,VeeTherm Gel,SKU-4347,B76,2023-04-09,2024-11-29,75,1.8,1.0,1,0
TOP-4348-B77-854,VeeTherm Gel,SKU-4348,B77,2024-03-29,2025-11-19,187,1.8,1.0,1,0
SUP-4349-B45-434,VeeCal-D Pet,SKU-4349,B45,2024-12-02,2026-05-26,153,2.5,1.2,0,0
TOP-4350-B82-854,VeeTherm Gel,SKU-4350,B82,2022-10-22,2024-06-13,187,1.8,1.0,1,0
SUP-4351-B81-434,VeeCal-D Pet,SKU-4351,B81,2025-05-27,2026-11-18,99,2.5,1.2,0,0
DEW-4352-B88-795,VeeWormex Plus,SKU-4352,B88,2025-06-07,2027-05-28,111,0.6,0.25,0,0
ANT-4353-B50-789,VeeCef Injection 1gm,SKU-4353,B50,2023-03-21,2024-05-14,70,3.0,1.5,1,1
DIG-4354-B79-185,VeeLac Bolus,SKU-4354,B79,2023-04-07,2024-07-30,151,1.2,0.7,0,0
ANT-4355-B25-789,VeeCef Injection 1gm,SKU-4355,B25,2025-04-08,2026-06-02,173,3.0,1.5,1,1
ANT-4356-B28-295,VeeOxy-4000,SKU-4356,B28,2024-04-02,2025-05-27,120,2.8,1.4,1,1
TOP-4357-B77-854,VeeTherm Gel,SKU-4357,B77,2024-09-06,2026-04-29,172,1.8,1.0,1,0
TOP-4358-B58-854,VeeTherm Gel,SKU-4358,B58,2022-12-22,2024-08-13,88,1.8,1.0,1,0
ANT-4359-B13-789,VeeCef Injection 1gm,SKU-4359,B13,2023-01-12,2024-03-07,200,3.0,1.5,1,1
ANT-4360-B82-789,VeeCef Injection 1gm,SKU-4360,B82,2023-11-23,2025-01-16,176,3.0,1.5,1,1
DIG-4361-B21-185,VeeLac Bolus,SKU-4361,B21,2024-11-16,2026-03-11,192,1.2,0.7,0,0
ANT-4362-B58-295,VeeOxy-4000,SKU-4362,B58,2022-11-05,2023-12-30,113,2.8,1.4,1,1
ANT-4363-B76-295,VeeOxy-4000,SKU-4363,B76,2023-08-27,2024-10-20,86,2.8,1.4,1,1
TOP-4364-B31-854,VeeTherm Gel,SKU-4364,B31,2025-04-25,2026-12-16,165,1.8,1.0,1,0
DIG-4365-B54-185,VeeLac Bolus,SKU-4365,B54,2025-01-03,2026-04-28,152,1.2,0.7,0,0
DIG-4366-B19-185,VeeLac Bolus,SKU-4366,B19,2025-01-07,2026-05-02,132,1.2,0.7,0,0
IMM-4367-B12-384,VeeMune-L,SKU-4367,B12,2024-02-19,2024-12-15,80,1.0,0.6,0,1
ANT-4368-B37-295,VeeOxy-4000,SKU-4368,B37,2022-07-27,2023-09-20,192,2.8,1.4,1,1
ANT-4369-B35-789,VeeCef Injection 1gm,SKU-4369,B35,2025-01-30,2026-03-26,107,3.0,1.5,1,1
ANT-4370-B58-789,VeeCef Injection 1gm,SKU-4370,B58,2023-12-09,2025-02-01,129,3.0,1.5,1,1
VIT-4371-B21-285,VeeVit-L Oral,SKU-4371,B21,2022-11-06,2023-11-01,193,0.5,0.3,0,0
IMM-4372-B16-384,VeeMune-L,SKU-4372,B16,2025-04-08,2026-02-02,172,1.0,0.6,0,1
ANT-4373-B12-295,VeeOxy-4000,SKU-4373,B12,2023-07-30,2024-09-22,129,2.8,1.4,1,1
DIG-4374-B83-185,VeeLac Bolus,SKU-4374,B83,2024-07-27,2025-11-19,151,1.2,0.7,0,0
ANT-4375-B15-295,VeeOxy-4000,SKU-4375,B15,2024-09-13,2025-11-07,197,2.8,1.4,1,1
SUP-4376-B78-434,VeeCal-D Pet,SKU-4376,B78,2024-05-19,2025-11-10,92,2.5,1.2,0,0
SUP-4377-B73-434,VeeCal-D Pet,SKU-4377,B73,2024-03-02,2025-08-24,193,2.5,1.2,0,0
ANT-4378-B28-295,VeeOxy-4000,SKU-4378,B28,2025-01-12,2026-03-08,77,2.8,1.4,1,1
IMM-4379-B65-384,VeeMune-L,SKU-4379,B65,2023-04-20,2024-02-14,69,1.0,0.6,0,1
IMM-4380-B87-384,VeeMune-L,SKU-4380,B87,2023-05-03,2024-02-27,194,1.0,0.6,0,1
ANT-4381-B90-789,VeeCef Injection 1gm,SKU-4381,B90,2024-06-11,2025-08-05,70,3.0,1.5,1,1
IMM-4382-B77-384,VeeMune-L,SKU-4382,B77,2025-04-15,2026-02-09,97,1.0,0.6,0,1
TOP-4383-B56-854,VeeTherm Gel,SKU-4383,B56,2022-12-25,2024-08-16,199,1.8,1.0,1,0
ANT-4384-B24-789,VeeCef Injection 1gm,SKU-4384,B24,2023-08-26,2024-10-19,56,3.0,1.5,1,1
SUP-4385-B96-434,VeeCal-D Pet,SKU-4385,B96,2022-09-07,2024-02-29,158,2.5,1.2,0,0
ANT-4386-B88-295,VeeOxy-4000,SKU-4386,B88,2024-01-31,2025-03-26,184,2.8,1.4,1,1
SUP-4387-B89-434,VeeCal-D Pet,SKU-4387,B89,2022-09-22,2024-03-15,191,2.5,1.2,0,0
DIG-4388-B52-185,VeeLac Bolus,SKU-4388,B52,2023-02-08,2024-06-02,106,1.2,0.7,0,0
VIT-4389-B33-285,VeeVit-L Oral,SKU-4389,B33,2024-05-29,2025-05-24,52,0.5,0.3,0,0
ANT-4390-B45-295,VeeOxy-4000,SKU-4390,B45,2022-08-06,2023-09-30,50,2.8,1.4,1,1
DIG-4391-B17-185,VeeLac Bolus,SKU-4391,B17,2024-11-10,2026-03-05,69,1.2,0.7,0,0
VIT-4392-B53-285,VeeVit-L Oral,SKU-4392,B53,2024-02-27,2025-02-21,77,0.5,0.3,0,0
DIG-4393-B11-185,VeeLac Bolus,SKU-4393,B11,2022-10-19,2024-02-11,107,1.2,0.7,0,0
ANT-4394-B39-789,VeeCef Injection 1gm,SKU-4394,B39,2023-07-23,2024-09-15,176,3.0,1.5,1,1
IMM-4395-B80-384,VeeMune-L,SKU-4395,B80,2024-03-10,2025-01-04,103,1.0,0.6,0,1
TOP-4396-B93-854,VeeTherm Gel,SKU-4396,B93,2024-12-24,2026-08-16,82,1.8,1.0,1,0
TOP-4397-B44-854,VeeTherm Gel,SKU-4397,B44,2023-05-11,2024-12-31,99,1.8,1.0,1,0
VIT-4398-B32-285,VeeVit-L Oral,SKU-4398,B32,2024-02-07,2025-02-01,148,0.5,0.3,0,0
DEW-4399-B81-795,VeeWormex Plus,SKU-4399,B81,2024-08-12,2026-08-02,181,0.6,0.25,0,0
VIT-4400-B63-285,VeeVit-L Oral,SKU-4400,B63,2023-08-21,2024-08-15,184,0.5,0.3,0,0
SUP-4401-B76-434,VeeCal-D Pet,SKU-4401,B76,2023-09-10,2025-03-03,110,2.5,1.2,0,0
ANT-4402-B75-295,VeeOxy-4000,SKU-4402,B75,2022-10-25,2023-12-19,147,2.8,1.4,1,1
TOP-4403-B82-854,VeeTherm Gel,SKU-4403,B82,2023-08-14,2025-04-05,91,1.8,1.0,1,0
DEW-4404-B13-795,VeeWormex Plus,SKU-4404,B13,2023-06-16,2025-06-05,94,0.6,0.25,0,0
DEW-4405-B77-795,VeeWormex Plus,SKU-4405,B77,2024-01-23,2026-01-12,163,0.6,0.25,0,0
VIT-4406-B43-285,VeeVit-L Oral,SKU-4406,B43,2022-10-15,2023-10-10,180,0.5,0.3,0,0
TOP-4407-B18-854,VeeTherm Gel,SKU-4407,B18,2023-03-17,2024-11-06,173,1.8,1.0,1,0
ANT-4408-B68-789,VeeCef Injection 1gm,SKU-4408,B68,2023-11-10,2025-01-03,166,3.0,1.5,1,1
VIT-4409-B12-285,VeeVit-L Oral,SKU-4409,B12,2025-03-18,2026-03-13,164,0.5,0.3,0,0
TOP-4410-B69-854,VeeTherm Gel,SKU-4410,B69,2024-09-04,2026-04-27,136,1.8,1.0,1,0
DIG-4411-B41-185,VeeLac Bolus,SKU-4411,B41,2023-07-26,2024-11-17,186,1.2,0.7,0,0
ANT-4412-B66-789,VeeCef Injection 1gm,SKU-4412,B66,2023-12-18,2025-02-10,138,3.0,1.5,1,1
VIT-4413-B21-285,VeeVit-L Oral,SKU-4413,B21,2025-04-03,2026-03-29,75,0.5,0.3,0,0
DEW-4414-B83-795,VeeWormex Plus,SKU-4414,B83,2025-05-17,2027-05-07,99,0.6,0.25,0,0
DIG-4415-B73-185,VeeLac Bolus,SKU-4415,B73,2023-06-05,2024-09-27,146,1.2,0.7,0,0
IMM-4416-B58-384,VeeMune-L,SKU-4416,B58,2024-12-20,2025-10-16,61,1.0,0.6,0,1
DIG-4417-B59-185,VeeLac Bolus,SKU-4417,B59,2022-07-22,2023-11-14,64,1.2,0.7,0,0
DEW-4418-B60-795,VeeWormex Plus,SKU-4418,B60,2024-09-13,2026-09-03,175,0.6,0.25,0,0
VIT-4419-B27-285,VeeVit-L Oral,SKU-4419,B27,2022-09-25,2023-09-20,106,0.5,0.3,0,0
VIT-4420-B47-285,VeeVit-L Oral,SKU-4420,B47,2024-01-28,2025-01-22,117,0.5,0.3,0,0
DEW-4421-B89-795,VeeWormex Plus,SKU-4421,B89,2023-04-20,2025-04-09,93,0.6,0.25,0,0
SUP-4422-B21-434,VeeCal-D Pet,SKU-4422,B21,2024-11-23,2026-05-17,162,2.5,1.2,0,0
TOP-4423-B36-854,VeeTherm Gel,SKU-4423,B36,2024-12-01,2026-07-24,134,1.8,1.0,1,0
DIG-4424-B35-185,VeeLac Bolus,SKU-4424,B35,2025-01-07,2026-05-02,121,1.2,0.7,0,0
TOP-4425-B13-854,VeeTherm Gel,SKU-4425,B13,2024-07-25,2026-03-17,168,1.8,1.0,1,0
ANT-4426-B24-295,VeeOxy-4000,SKU-4426,B24,2023-06-09,2024-08-02,72,2.8,1.4,1,1
SUP-4427-B39-434,VeeCal-D Pet,SKU-4427,B39,2024-02-17,2025-08-10,68,2.5,1.2,0,0
DIG-4428-B54-185,VeeLac Bolus,SKU-4428,B54,2025-03-06,2026-06-29,111,1.2,0.7,0,0
DIG-4429-B56-185,VeeLac Bolus,SKU-4429,B56,2024-06-17,2025-10-10,194,1.2,0.7,0,0
VIT-4430-B35-285,VeeVit-L Oral,SKU-4430,B35,2022-11-15,2023-11-10,129,0.5,0.3,0,0
DIG-4431-B22-185,VeeLac Bolus,SKU-4431,B22,2022-11-22,2024-03-16,156,1.2,0.7,0,0
TOP-4432-B12-854,VeeTherm Gel,SKU-4432,B12,2024-07-18,2026-03-10,168,1.8,1.0,1,0
ANT-4433-B39-295,VeeOxy-4000,SKU-4433,B39,2024-03-09,2025-05-03,58,2.8,1.4,1,1
IMM-4434-B48-384,VeeMune-L,SKU-4434,B48,2025-04-05,2026-01-30,143,1.0,0.6,0,1
ANT-4435-B24-789,VeeCef Injection 1gm,SKU-4435,B24,2024-07-01,2025-08-25,170,3.0,1.5,1,1
DEW-4436-B35-795,VeeWormex Plus,SKU-4436,B35,2025-06-21,2027-06-11,199,0.6,0.25,0,0
ANT-4437-B33-789,VeeCef Injection 1gm,SKU-4437,B33,2023-05-27,2024-07-20,73,3.0,1.5,1,1
IMM-4438-B62-384,VeeMune-L,SKU-4438,B62,2023-11-16,2024-09-11,52,1.0,0.6,0,1
SUP-4439-B87-434,VeeCal-D Pet,SKU-4439,B87,2022-09-21,2024-03-14,118,2.5,1.2,0,0
DEW-4440-B55-795,VeeWormex Plus,SKU-4440,B55,2024-05-08,2026-04-28,179,0.6,0.25,0,0
VIT-4441-B29-285,VeeVit-L Oral,SKU-4441,B29,2023-01-29,2024-01-24,105,0.5,0.3,0,0
TOP-4442-B34-854,VeeTherm Gel,SKU-4442,B34,2024-04-21,2025-12-12,177,1.8,1.0,1,0
DIG-4443-B47-185,VeeLac Bolus,SKU-4443,B47,2024-01-28,2025-05-22,183,1.2,0.7,0,0
IMM-4444-B93-384,VeeMune-L,SKU-4444,B93,2024-10-25,2025-08-21,147,1.0,0.6,0,1
IMM-4445-B47-384,VeeMune-L,SKU-4445,B47,2023-01-20,2023-11-16,109,1.0,0.6,0,1
ANT-4446-B83-789,VeeCef Injection 1gm,SKU-4446,B83,2023-06-18,2024-08-11,76,3.0,1.5,1,1
IMM-4447-B95-384,VeeMune-L,SKU-4447,B95,2023-09-12,2024-07-08,118,1.0,0.6,0,1
IMM-4448-B13-384,VeeMune-L,SKU-4448,B13,2022-12-25,2023-10-21,62,1.0,0.6,0,1
ANT-4449-B66-789,VeeCef Injection 1gm,SKU-4449,B66,2024-10-20,2025-12-14,72,3.0,1.5,1,1
IMM-4450-B61-384,VeeMune-L,SKU-4450,B61,2023-09-05,2024-07-01,184,1.0,0.6,0,1
DIG-4451-B76-185,VeeLac Bolus,SKU-4451,B76,2022-09-01,2023-12-25,106,1.2,0.7,0,0
DIG-4452-B65-185,VeeLac Bolus,SKU-4452,B65,2025-01-07,2026-05-02,101,1.2,0.7,0,0
DIG-4453-B25-185,VeeLac Bolus,SKU-4453,B25,2023-10-02,2025-01-24,117,1.2,0.7,0,0
DEW-4454-B36-795,VeeWormex Plus,SKU-4454,B36,2025-01-25,2027-01-15,171,0.6,0.25,0,0
ANT-4455-B30-789,VeeCef Injection 1gm,SKU-4455,B30,2024-03-17,2025-05-11,53,3.0,1.5,1,1
ANT-4456-B49-789,VeeCef Injection 1gm,SKU-4456,B49,2023-01-02,2024-02-26,157,3.0,1.5,1,1
ANT-4457-B69-295,VeeOxy-4000,SKU-4457,B69,2022-07-10,2023-09-03,135,2.8,1.4,1,1
DIG-4458-B62-185,VeeLac Bolus,SKU-4458,B62,2024-05-21,2025-09-13,148,1.2,0.7,0,0
ANT-4459-B88-789,VeeCef Injection 1gm,SKU-4459,B88,2023-06-22,2024-08-15,189,3.0,1.5,1,1
SUP-4460-B14-434,VeeCal-D Pet,SKU-4460,B14,2024-10-23,2026-04-16,102,2.5,1.2,0,0
DIG-4461-B96-185,VeeLac Bolus,SKU-4461,B96,2025-03-06,2026-06-29,60,1.2,0.7,0,0
ANT-4462-B64-789,VeeCef Injection 1gm,SKU-4462,B64,2023-04-22,2024-06-15,50,3.0,1.5,1,1
ANT-4463-B68-295,VeeOxy-4000,SKU-4463,B68,2024-01-13,2025-03-08,99,2.8,1.4,1,1
ANT-4464-B56-295,VeeOxy-4000,SKU-4464,B56,2024-07-18,2025-09-11,107,2.8,1.4,1,1
IMM-4465-B34-384,VeeMune-L,SKU-4465,B34,2023-07-16,2024-05-11,60,1.0,0.6,0,1
IMM-4466-B22-384,VeeMune-L,SKU-4466,B22,2022-07-12,2023-05-08,88,1.0,0.6,0,1
ANT-4467-B55-789,VeeCef Injection 1gm,SKU-4467,B55,2024-11-14,2026-01-08,114,3.0,1.5,1,1
VIT-4468-B73-285,VeeVit-L Oral,SKU-4468,B73,2023-10-07,2024-10-01,122,0.5,0.3,0,0
ANT-4469-B64-295,VeeOxy-4000,SKU-4469,B64,2024-08-19,2025-10-13,193,2.8,1.4,1,1
DIG-4470-B75-185,VeeLac Bolus,SKU-4470,B75,2023-01-05,2024-04-29,190,1.2,0.7,0,0
DIG-4471-B12-185,VeeLac Bolus,SKU-4471,B12,2024-12-14,2026-04-08,156,1.2,0.7,0,0
TOP-4472-B36-854,VeeTherm Gel,SKU-4472,B36,2024-09-23,2026-05-16,192,1.8,1.0,1,0
DIG-4473-B46-185,VeeLac Bolus,SKU-4473,B46,2023-12-13,2025-04-06,91,1.2,0.7,0,0
IMM-4474-B72-384,VeeMune-L,SKU-4474,B72,2023-08-05,2024-05-31,89,1.0,0.6,0,1
VIT-4475-B49-285,VeeVit-L Oral,SKU-4475,B49,2023-01-05,2023-12-31,188,0.5,0.3,0,0
DEW-4476-B16-795,VeeWormex Plus,SKU-4476,B16,2025-03-07,2027-02-25,131,0.6,0.25,0,0
IMM-4477-B35-384,VeeMune-L,SKU-4477,B35,2023-09-15,2024-07-11,130,1.0,0.6,0,1
DIG-4478-B59-185,VeeLac Bolus,SKU-4478,B59,2022-09-07,2023-12-31,84,1.2,0.7,0,0
TOP-4479-B10-854,VeeTherm Gel,SKU-4479,B10,2025-05-13,2027-01-03,97,1.8,1.0,1,0
IMM-4480-B33-384,VeeMune-L,SKU-4480,B33,2024-02-23,2024-12-19,151,1.0,0.6,0,1
ANT-4481-B14-295,VeeOxy-4000,SKU-4481,B14,2025-02-20,2026-04-16,123,2.8,1.4,1,1
ANT-4482-B53-295,VeeOxy-4000,SKU-4482,B53,2023-02-02,2024-03-28,188,2.8,1.4,1,1
DIG-4483-B30-185,VeeLac Bolus,SKU-4483,B30,2024-07-05,2025-10-28,80,1.2,0.7,0,0
IMM-4484-B42-384,VeeMune-L,SKU-4484,B42,2024-10-16,2025-08-12,194,1.0,0.6,0,1
TOP-4485-B84-854,VeeTherm Gel,SKU-4485,B84,2024-09-07,2026-04-30,188,1.8,1.0,1,0
ANT-4486-B89-295,VeeOxy-4000,SKU-4486,B89,2023-03-04,2024-04-27,175,2.8,1.4,1,1
SUP-4487-B62-434,VeeCal-D Pet,SKU-4487,B62,2024-06-29,2025-12-21,81,2.5,1.2,0,0
TOP-4488-B12-854,VeeTherm Gel,SKU-4488,B12,2024-09-06,2026-04-29,92,1.8,1.0,1,0
SUP-4489-B88-434,VeeCal-D Pet,SKU-4489,B88,2025-06-01,2026-11-23,161,2.5,1.2,0,0
TOP-4490-B41-854,VeeTherm Gel,SKU-4490,B41,2023-06-24,2025-02-13,190,1.8,1.0,1,0
ANT-4491-B12-295,VeeOxy-4000,SKU-4491,B12,2023-11-11,2025-01-04,182,2.8,1.4,1,1
DEW-4492-B27-795,VeeWormex Plus,SKU-4492,B27,2024-09-01,2026-08-22,152,0.6,0.25,0,0
IMM-4493-B52-384,VeeMune-L,SKU-4493,B52,2024-07-27,2025-05-23,76,1.0,0.6,0,1
DEW-4494-B30-795,VeeWormex Plus,SKU-4494,B30,2024-11-10,2026-10-31,184,0.6,0.25,0,0
ANT-4495-B37-295,VeeOxy-4000,SKU-4495,B37,2023-11-08,2025-01-01,85,2.8,1.4,1,1
DIG-4496-B68-185,VeeLac Bolus,SKU-4496,B68,2023-05-15,2024-09-06,138,1.2,0.7,0,0
VIT-4497-B59-285,VeeVit-L Oral,SKU-4497,B59,2023-03-25,2024-03-19,177,0.5,0.3,0,0
DEW-4498-B63-795,VeeWormex Plus,SKU-4498,B63,2024-12-05,2026-11-25,79,0.6,0.25,0,0
VIT-4499-B86-285,VeeVit-L Oral,SKU-4499,B86,2024-01-08,2025-01-02,170,0.5,0.3,0,0
VIT-4500-B53-285,VeeVit-L Oral,SKU-4500,B53,2022-07-26,2023-07-21,168,0.5,0.3,0,0
IMM-4501-B98-384,VeeMune-L,SKU-4501,B98,2025-02-17,2025-12-14,155,1.0,0.6,0,1
DEW-4502-B10-795,VeeWormex Plus,SKU-4502,B10,2024-07-22,2026-07-12,84,0.6,0.25,0,0
IMM-4503-B98-384,VeeMune-L,SKU-4503,B98,2024-07-07,2025-05-03,172,1.0,0.6,0,1
DIG-4504-B11-185,VeeLac Bolus,SKU-4504,B11,2023-07-03,2024-10-25,113,1.2,0.7,0,0
DEW-4505-B60-795,VeeWormex Plus,SKU-4505,B60,2025-06-30,2027-06-20,51,0.6,0.25,0,0
VIT-4506-B88-285,VeeVit-L Oral,SKU-4506,B88,2024-10-22,2025-10-17,151,0.5,0.3,0,0
SUP-4507-B59-434,VeeCal-D Pet,SKU-4507,B59,2023-12-18,2025-06-10,157,2.5,1.2,0,0
TOP-4508-B51-854,VeeTherm Gel,SKU-4508,B51,2023-01-24,2024-09-15,187,1.8,1.0,1,0
IMM-4509-B40-384,VeeMune-L,SKU-4509,B40,2024-08-07,2025-06-03,129,1.0,0.6,0,1
IMM-4510-B23-384,VeeMune-L,SKU-4510,B23,2023-12-19,2024-10-14,86,1.0,0.6,0,1
TOP-4511-B85-854,VeeTherm Gel,SKU-4511,B85,2023-05-17,2025-01-06,165,1.8,1.0,1,0
ANT-4512-B17-789,VeeCef Injection 1gm,SKU-4512,B17,2025-05-29,2026-07-23,180,3.0,1.5,1,1
VIT-4513-B33-285,VeeVit-L Oral,SKU-4513,B33,2024-10-30,2025-10-25,73,0.5,0.3,0,0
SUP-4514-B88-434,VeeCal-D Pet,SKU-4514,B88,2022-07-15,2024-01-06,134,2.5,1.2,0,0
DIG-4515-B14-185,VeeLac Bolus,SKU-4515,B14,2023-05-11,2024-09-02,101,1.2,0.7,0,0
TOP-4516-B11-854,VeeTherm Gel,SKU-4516,B11,2023-06-03,2025-01-23,180,1.8,1.0,1,0
ANT-4517-B33-295,VeeOxy-4000,SKU-4517,B33,2023-03-16,2024-05-09,153,2.8,1.4,1,1
ANT-4518-B72-295,VeeOxy-4000,SKU-4518,B72,2022-09-06,2023-10-31,143,2.8,1.4,1,1
IMM-4519-B92-384,VeeMune-L,SKU-4519,B92,2025-02-03,2025-11-30,106,1.0,0.6,0,1
DEW-4520-B61-795,VeeWormex Plus,SKU-4520,B61,2025-01-28,2027-01-18,114,0.6,0.25,0,0
VIT-4521-B41-285,VeeVit-L Oral,SKU-4521,B41,2025-07-02,2026-06-27,195,0.5,0.3,0,0
DEW-4522-B25-795,VeeWormex Plus,SKU-4522,B25,2024-08-20,2026-08-10,114,0.6,0.25,0,0
